Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
425835,-133299.994,-342024.302,-188296.316,0.4177,412559.104,9709.118,406180.967
426075,-133351.712,-341941.840,-188272.017,0.4184,412496.367,9852.786,406118.230
426315,-133400.921,-341857.901,-188246.935,0.4190,412431.253,10001.425,406053.116
426555,-133447.652,-341772.589,-188221.116,0.4197,412363.877,10154.773,405985.740
426795,-133491.942,-341686.000,-188194.606,0.4204,412294.350,10312.578,405916.213
427035,-133533.830,-341598.226,-188167.447,0.4211,412222.780,10474.599,405844.643
427275,-133573.361,-341509.356,-188139.678,0.4218,412149.271,10640.602,405771.134
427515,-133610.579,-341419.470,-188111.338,0.4226,412073.921,10810.364,405695.784
427755,-133645.532,-341328.645,-188082.463,0.4234,411996.827,10983.673,405618.690
427995,-133678.270,-341236.953,-188053.087,0.4241,411918.077,11160.327,405539.940
428235,-133708.841,-341144.463,-188023.242,0.4249,411837.757,11340.132,405459.620
428475,-133737.297,-341051.236,-187992.958,0.4257,411755.950,11522.906,405377.813
428715,-133763.689,-340957.331,-187962.263,0.4265,411672.732,11708.476,405294.595
428955,-133788.067,-340862.803,-187931.184,0.4273,411588.176,11896.678,405210.039
429195,-133810.483,-340767.702,-187899.745,0.4281,411502.352,12087.356,405124.215
429435,-133830.986,-340672.076,-187867.969,0.4289,411415.325,12280.365,405037.188
429675,-133849.627,-340575.968,-187835.878,0.4297,411327.157,12475.567,404949.020
429915,-133866.455,-340479.419,-187803.493,0.4305,411237.905,12672.831,404859.768
430155,-133881.518,-340382.467,-187770.832,0.4313,411147.625,12872.035,404769.488
430395,-133894.864,-340285.145,-187737.912,0.4321,411056.369,13073.063,404678.232
430635,-133906.538,-340187.487,-187704.751,0.4329,410964.184,13275.806,404586.047
430875,-133916.586,-340089.522,-187671.363,0.4337,410871.117,13480.163,404492.980
431115,-133925.053,-339991.277,-187637.762,0.4345,410777.212,13686.037,404399.075
431355,-133931.981,-339892.777,-187603.962,0.4353,410682.508,13893.337,404304.371
431595,-133937.412,-339794.047,-187569.975,0.4361,410587.044,14101.979,404208.907
431835,-133941.387,-339695.107,-187535.813,0.4368,410490.855,14311.881,404112.718
432075,-133943.945,-339595.978,-187501.485,0.4376,410393.976,14522.970,404015.839
432315,-133945.125,-339496.677,-187467.003,0.4384,410296.439,14735.173,403918.302
432555,-133944.963,-339397.222,-187432.375,0.4392,410198.273,14948.425,403820.136
432795,-133943.496,-339297.628,-187397.611,0.4400,410099.507,15162.663,403721.370
433035,-133940.759,-339197.910,-187362.716,0.4407,410000.166,15377.827,403622.029
433275,-133936.785,-339098.079,-187327.701,0.4415,409900.277,15593.862,403522.140
433515,-133931.607,-338998.150,-187292.570,0.4423,409799.863,15810.716,403421.726
433755,-133925.256,-338898.131,-187257.331,0.4430,409698.945,16028.340,403320.808
433995,-133917.764,-338798.035,-187221.989,0.4438,409597.545,16246.688,403219.408
434235,-133909.158,-338697.869,-187186.551,0.4445,409495.682,16465.716,403117.545
434475,-133899.469,-338597.642,-187151.020,0.4453,409393.375,16685.382,403015.238
434715,-133888.724,-338497.363,-187115.403,0.4460,409290.642,16905.649,402912.505
434955,-133876.949,-338397.039,-187079.703,0.4468,409187.498,17126.480,402809.361
435195,-133864.171,-338296.675,-187043.924,0.4475,409083.959,17347.840,402705.822
435435,-133850.413,-338196.277,-187008.071,0.4482,408980.041,17569.697,402601.904
435675,-133835.700,-338095.852,-186972.147,0.4490,408875.756,17792.021,402497.619
435915,-133820.056,-337995.404,-186936.155,0.4497,408771.118,18014.783,402392.981
436155,-133803.503,-337894.938,-186900.099,0.4504,408666.139,18237.955,402288.002
436395,-133786.063,-337794.457,-186863.980,0.4512,408560.831,18461.512,402182.694
436635,-133767.757,-337693.965,-186827.802,0.4519,408455.205,18685.429,402077.068
436875,-133748.604,-337593.466,-186791.568,0.4526,408349.271,18909.685,401971.134
437115,-133728.625,-337492.962,-186755.279,0.4533,408243.039,19134.256,401864.902
437355,-133707.839,-337392.456,-186718.937,0.4540,408136.518,19359.124,401758.381
437595,-133686.265,-337291.951,-186682.545,0.4547,408029.717,19584.267,401651.580
437835,-133663.919,-337191.448,-186646.104,0.4554,407922.645,19809.669,401544.508
438075,-133640.819,-337090.950,-186609.617,0.4561,407815.309,20035.312,401437.172
438315,-133616.983,-336990.457,-186573.083,0.4568,407707.716,20261.179,401329.579
438555,-133592.425,-336889.972,-186536.506,0.4575,407599.874,20487.256,401221.737
438795,-133567.162,-336789.496,-186499.886,0.4582,407491.790,20713.526,401113.653
439035,-133541.208,-336689.029,-186463.224,0.4589,407383.469,20939.978,401005.332
439275,-133514.579,-336588.573,-186426.522,0.4596,407274.918,21166.596,400896.781
439515,-133487.289,-336488.128,-186389.781,0.4603,407166.142,21393.370,400788.005
439755,-133459.351,-336387.695,-186353.001,0.4609,407057.147,21620.287,400679.010
439995,-133430.779,-336287.275,-186316.183,0.4616,406947.938,21847.336,400569.801
440235,-133401.585,-336186.867,-186279.328,0.4623,406838.519,22074.507,400460.382
440475,-133371.782,-336086.472,-186242.437,0.4630,406728.895,22301.789,400350.758
440715,-133341.382,-335986.090,-186205.511,0.4636,406619.072,22529.173,400240.935
440955,-133310.397,-335885.721,-186168.550,0.4643,406509.051,22756.650,400130.914
441195,-133278.839,-335785.366,-186131.554,0.4650,406398.839,22984.212,400020.702
441435,-133246.718,-335685.023,-186094.525,0.4657,406288.438,23211.850,399910.301
441675,-133214.046,-335584.693,-186057.462,0.4663,406177.851,23439.556,399799.714
441915,-133180.831,-335484.375,-186020.366,0.4670,406067.083,23667.324,399688.946
442155,-133147.086,-335384.069,-185983.237,0.4676,405956.137,23895.146,399578.000
442395,-133112.819,-335283.775,-185946.076,0.4683,405845.014,24123.016,399466.877
442635,-133078.041,-335183.492,-185908.883,0.4690,405733.719,24350.927,399355.582
442875,-133042.760,-335083.220,-185871.657,0.4696,405622.254,24578.874,399244.117
443115,-133006.985,-334982.958,-185834.400,0.4703,405510.622,24806.851,399132.485
443355,-132970.725,-334882.706,-185797.112,0.4709,405398.825,25034.853,399020.688
443595,-132933.989,-334782.463,-185759.792,0.4716,405286.865,25262.874,398908.728
443835,-132896.785,-334682.227,-185722.441,0.4722,405174.745,25490.909,398796.608
444075,-132859.121,-334582.000,-185685.058,0.4729,405062.466,25718.955,398684.329
444315,-132821.005,-334481.780,-185647.644,0.4735,404950.032,25947.006,398571.895
444555,-132782.445,-334381.565,-185610.200,0.4742,404837.443,26175.059,398459.306
444795,-132743.447,-334281.356,-185572.724,0.4748,404724.701,26403.110,398346.564
445035,-132704.019,-334181.152,-185535.217,0.4754,404611.809,26631.154,398233.672
445275,-132664.169,-334080.951,-185497.679,0.4761,404498.767,26859.189,398120.630
445515,-132623.902,-333980.754,-185460.110,0.4767,404385.578,27087.210,398007.441
445755,-132583.226,-333880.558,-185422.510,0.4774,404272.243,27315.215,397894.106
445995,-132542.147,-333780.364,-185384.879,0.4780,404158.763,27543.201,397780.626
446235,-132500.672,-333680.171,-185347.216,0.4786,404045.140,27771.164,397667.003
446475,-132458.806,-333579.977,-185309.522,0.4793,403931.374,27999.103,397553.237
446715,-132416.556,-333479.781,-185271.796,0.4799,403817.468,28227.013,397439.331
446955,-132373.927,-333379.584,-185234.039,0.4805,403703.422,28454.894,397325.285
447195,-132330.925,-333279.383,-185196.250,0.4812,403589.237,28682.742,397211.100
447435,-132287.556,-333179.179,-185158.430,0.4818,403474.914,28910.555,397096.777
447675,-132243.824,-333078.969,-185120.577,0.4824,403360.455,29138.331,396982.318
447915,-132199.737,-332978.754,-185082.692,0.4830,403245.860,29366.068,396867.723
448155,-132155.297,-332878.532,-185044.775,0.4837,403131.131,29593.765,396752.994
448395,-132110.511,-332778.303,-185006.826,0.4843,403016.267,29821.418,396638.130
448635,-132065.384,-332678.064,-184968.844,0.4849,402901.270,30049.027,396523.133
448875,-132019.920,-332577.817,-184930.829,0.4855,402786.140,30276.590,396408.003
449115,-131974.123,-332477.559,-184892.781,0.4862,402670.879,30504.106,396292.742
449355,-131928.000,-332377.290,-184854.700,0.4868,402555.487,30731.572,396177.350
449595,-131881.553,-332277.009,-184816.586,0.4874,402439.964,30958.987,396061.827
449835,-131834.787,-332176.714,-184778.438,0.4880,402324.312,31186.351,395946.175
450075,-131787.707,-332076.406,-184740.257,0.4886,402208.530,31413.661,395830.393
450315,-131740.317,-331976.082,-184702.042,0.4893,402092.619,31640.917,395714.482
450555,-131692.620,-331875.743,-184663.792,0.4899,401976.581,31868.117,395598.444
450795,-131644.621,-331775.388,-184625.508,0.4905,401860.414,32095.261,395482.277
451035,-131596.324,-331675.014,-184587.190,0.4911,401744.120,32322.347,395365.983
451275,-131547.732,-331574.622,-184548.837,0.4917,401627.700,32549.374,395249.563
451515,-131498.849,-331474.211,-184510.449,0.4924,401511.153,32776.342,395133.016
451755,-131449.678,-331373.780,-184472.026,0.4930,401394.479,33003.250,395016.342
451995,-131400.224,-331273.327,-184433.567,0.4936,401277.681,33230.096,394899.544
452235,-131350.490,-331172.852,-184395.073,0.4942,401160.756,33456.880,394782.619
452475,-131300.479,-331072.355,-184356.543,0.4948,401043.707,33683.602,394665.570
452715,-131250.194,-330971.834,-184317.977,0.4954,400926.533,33910.260,394548.396
452955,-131199.639,-330871.288,-184279.375,0.4960,400809.235,34136.854,394431.098
453195,-131148.817,-330770.717,-184240.736,0.4967,400691.812,34363.384,394313.675
453435,-131097.731,-330670.119,-184202.060,0.4973,400574.265,34589.848,394196.128
453675,-131046.384,-330569.495,-184163.348,0.4979,400456.595,34816.247,394078.458
453915,-130994.779,-330468.842,-184124.598,0.4985,400338.801,35042.579,393960.664
454155,-130942.919,-330368.161,-184085.811,0.4991,400220.883,35268.845,393842.746
454395,-130890.806,-330267.450,-184046.986,0.4997,400102.843,35495.043,393724.706
454635,-130838.444,-330166.708,-184008.123,0.5003,399984.679,35721.174,393606.542
454875,-130785.836,-330065.936,-183969.223,0.5009,399866.392,35947.237,393488.255
455115,-130732.983,-329965.131,-183930.283,0.5015,399747.983,36173.232,393369.846
455355,-130679.889,-329864.294,-183891.306,0.5021,399629.451,36399.158,393251.314
455595,-130626.557,-329763.423,-183852.289,0.5028,399510.797,36625.015,393132.660
455835,-130572.988,-329662.518,-183813.233,0.5034,399392.020,36850.803,393013.883
456075,-130519.185,-329561.577,-183774.139,0.5040,399273.121,37076.521,392894.984
456315,-130465.151,-329460.601,-183735.004,0.5046,399154.100,37302.170,392775.963
456555,-130410.888,-329359.588,-183695.830,0.5052,399034.956,37527.749,392656.819
456795,-130356.399,-329258.538,-183656.616,0.5058,398915.690,37753.258,392537.553
457035,-130301.685,-329157.449,-183617.362,0.5064,398796.303,37978.696,392418.166
457275,-130246.749,-329056.321,-183578.068,0.5070,398676.793,38204.064,392298.656
457515,-130191.594,-328955.154,-183538.733,0.5076,398557.161,38429.361,392179.024
457755,-130136.220,-328853.946,-183499.356,0.5082,398437.408,38654.588,392059.271
457995,-130080.632,-328752.698,-183459.939,0.5088,398317.532,38879.744,391939.395
458235,-130024.829,-328651.407,-183420.481,0.5094,398197.534,39104.828,391819.397
458475,-129968.815,-328550.074,-183380.981,0.5100,398077.415,39329.842,391699.278
458715,-129912.592,-328448.697,-183341.440,0.5106,397957.173,39554.785,391579.036
458955,-129856.161,-328347.277,-183301.856,0.5112,397836.810,39779.656,391458.673
459195,-129799.525,-328245.812,-183262.230,0.5119,397716.325,40004.457,391338.188
459435,-129742.685,-328144.301,-183222.562,0.5125,397595.717,40229.186,391217.580
459675,-129685.644,-328042.745,-183182.851,0.5131,397474.988,40453.843,391096.851
459915,-129628.402,-327941.142,-183143.098,0.5137,397354.136,40678.430,390975.999
460155,-129570.963,-327839.491,-183103.301,0.5143,397233.163,40902.945,390855.026
460395,-129513.327,-327737.793,-183063.461,0.5149,397112.067,41127.389,390733.930
460635,-129455.496,-327636.046,-183023.578,0.5155,396990.849,41351.762,390612.712
460875,-129397.472,-327534.249,-182983.651,0.5161,396869.508,41576.063,390491.371
461048,-129350.181,-327464.851,-182952.954,0.5166,396782.663,41731.500,390404.526
461288,-129291.799,-327362.982,-182912.938,0.5172,396661.107,41955.647,390282.970
461528,-129233.229,-327261.061,-182872.878,0.5178,396539.430,42179.724,390161.293
461768,-129174.471,-327159.089,-182832.774,0.5184,396417.629,42403.730,390039.492
462008,-129115.528,-327057.065,-182792.625,0.5190,396295.707,42627.665,389917.570
462248,-129056.401,-326954.988,-182752.431,0.5196,396173.661,42851.528,389795.524
462488,-128997.092,-326852.857,-182712.192,0.5202,396051.493,43075.321,389673.356
462728,-128937.603,-326750.672,-182671.908,0.5208,395929.202,43299.044,389551.065
462968,-128877.934,-326648.433,-182631.578,0.5214,395806.788,43522.695,389428.651
463208,-128818.087,-326546.138,-182591.202,0.5220,395684.251,43746.276,389306.114
463448,-128758.063,-326443.787,-182550.781,0.5226,395561.591,43969.787,389183.454
463688,-128697.865,-326341.379,-182510.313,0.5232,395438.808,44193.227,389060.671
463928,-128637.493,-326238.915,-182469.799,0.5238,395315.901,44416.597,388937.764
464168,-128576.948,-326136.392,-182429.239,0.5244,395192.871,44639.897,388814.734
464408,-128516.233,-326033.812,-182388.632,0.5250,395069.717,44863.126,388691.580
464648,-128455.348,-325931.172,-182347.978,0.5256,394946.440,45086.286,388568.303
464888,-128394.294,-325828.474,-182307.277,0.5262,394823.039,45309.376,388444.902
465128,-128333.073,-325725.715,-182266.529,0.5268,394699.514,45532.397,388321.377
465368,-128271.686,-325622.896,-182225.733,0.5274,394575.865,45755.348,388197.728
465608,-128210.135,-325520.016,-182184.890,0.5280,394452.092,45978.230,388073.955
465848,-128148.420,-325417.074,-182143.998,0.5286,394328.195,46201.042,387950.058
466088,-128086.542,-325314.070,-182103.059,0.5292,394204.174,46423.786,387826.037
466328,-128024.504,-325211.004,-182062.071,0.5298,394080.028,46646.460,387701.891
466568,-127962.305,-325107.874,-182021.035,0.5304,393955.757,46869.066,387577.620
466808,-127899.948,-325004.680,-181979.950,0.5310,393831.362,47091.603,387453.225
467048,-127837.433,-324901.423,-181938.817,0.5317,393706.841,47314.072,387328.704
467288,-127774.761,-324798.100,-181897.635,0.5323,393582.196,47536.473,387204.059
467528,-127711.933,-324694.713,-181856.403,0.5329,393457.426,47758.805,387079.289
467768,-127648.951,-324591.260,-181815.122,0.5335,393332.530,47981.070,386954.393
468008,-127585.815,-324487.740,-181773.791,0.5341,393207.509,48203.266,386829.372
468248,-127522.527,-324384.154,-181732.411,0.5347,393082.362,48425.396,386704.225
468488,-127459.088,-324280.500,-181690.981,0.5353,392957.090,48647.457,386578.953
468728,-127395.498,-324176.779,-181649.501,0.5359,392831.691,48869.452,386453.554
468968,-127331.758,-324072.989,-181607.970,0.5365,392706.167,49091.379,386328.030
469208,-127267.870,-323969.131,-181566.389,0.5371,392580.517,49313.239,386202.380
469448,-127203.834,-323865.204,-181524.758,0.5377,392454.740,49535.033,386076.603
469688,-127139.652,-323761.207,-181483.075,0.5383,392328.838,49756.760,385950.701
469928,-127075.324,-323657.140,-181441.342,0.5389,392202.808,49978.421,385824.671
470168,-127010.851,-323553.002,-181399.557,0.5395,392076.652,50200.016,385698.515
470408,-126946.235,-323448.793,-181357.722,0.5401,391950.369,50421.544,385572.232
470648,-126881.475,-323344.513,-181315.834,0.5407,391823.959,50643.007,385445.822
470888,-126816.573,-323240.161,-181273.896,0.5413,391697.421,50864.404,385319.284
471128,-126751.530,-323135.736,-181231.905,0.5419,391570.757,51085.735,385192.620
471368,-126686.347,-323031.239,-181189.862,0.5425,391443.965,51307.002,385065.828
471608,-126621.023,-322926.668,-181147.767,0.5432,391317.045,51528.203,384938.908
471848,-126555.561,-322822.023,-181105.620,0.5438,391189.998,51749.339,384811.861
472088,-126489.962,-322717.305,-181063.421,0.5444,391062.823,51970.411,384684.686
472328,-126424.224,-322612.512,-181021.168,0.5450,390935.520,52191.418,384557.383
472568,-126358.351,-322507.643,-180978.863,0.5456,390808.088,52412.360,384429.951
472808,-126292.342,-322402.699,-180936.505,0.5462,390680.528,52633.239,384302.391
473048,-126226.198,-322297.680,-180894.094,0.5468,390552.840,52854.053,384174.703
473288,-126159.920,-322192.584,-180851.629,0.5474,390425.023,53074.804,384046.886
473528,-126093.509,-322087.411,-180809.111,0.5480,390297.077,53295.491,383918.940
473768,-126026.965,-321982.161,-180766.540,0.5486,390169.002,53516.115,383790.865
474008,-125960.290,-321876.834,-180723.914,0.5492,390040.798,53736.675,383662.661
474248,-125893.483,-321771.429,-180681.235,0.5498,389912.464,53957.173,383534.327
474488,-125826.545,-321665.945,-180638.502,0.5505,389784.002,54177.607,383405.865
474728,-125759.478,-321560.382,-180595.714,0.5511,389655.409,54397.979,383277.272
474968,-125692.282,-321454.741,-180552.872,0.5517,389526.687,54618.288,383148.550
475208,-125624.958,-321349.020,-180509.975,0.5523,389397.835,54838.536,383019.698
475448,-125557.506,-321243.218,-180467.024,0.5529,389268.852,55058.721,382890.715
475688,-125489.926,-321137.337,-180424.018,0.5535,389139.740,55278.844,382761.603
475928,-125422.221,-321031.375,-180380.956,0.5541,389010.497,55498.905,382632.360
476168,-125354.389,-320925.331,-180337.840,0.5547,388881.123,55718.905,382502.986
