Tiempo(s),X(km),Y(km),Z(km),Velocidad(km/s),DistanciaTierra(km),DistanciaLuna(km),Altitud(km)
346771,-121457.507,-311722.021,-170789.878,0.6309,375621.787,73736.562,369243.650
347011,-121471.889,-311854.222,-170862.140,0.6303,375769.006,73520.457,369390.869
347251,-121486.272,-311986.284,-170934.328,0.6296,375916.081,73304.305,369537.944
347491,-121500.655,-312118.207,-171006.443,0.6290,376063.010,73088.107,369684.873
347731,-121515.038,-312249.992,-171078.484,0.6283,376209.795,72871.862,369831.658
347971,-121529.423,-312381.638,-171150.453,0.6277,376356.435,72655.570,369978.298
348211,-121543.809,-312513.145,-171222.349,0.6270,376502.930,72439.231,370124.793
348451,-121558.197,-312644.514,-171294.171,0.6264,376649.281,72222.844,370271.144
348691,-121572.587,-312775.745,-171365.921,0.6257,376795.487,72006.410,370417.350
348931,-121586.979,-312906.837,-171437.598,0.6251,376941.550,71789.929,370563.413
349171,-121601.374,-313037.791,-171509.202,0.6244,377087.469,71573.400,370709.332
349411,-121615.773,-313168.607,-171580.733,0.6238,377233.244,71356.823,370855.107
349540,-121623.533,-313239.039,-171619.248,0.6234,377311.735,71240.101,370933.598
349608,-121627.528,-313276.130,-171639.342,0.6234,377352.955,71178.849,370974.818
349669,-121631.130,-313309.679,-171657.491,0.6233,377390.224,71123.460,371012.087
349922,-121645.895,-313447.320,-171732.072,0.6226,377543.177,70896.096,371165.040
350162,-121659.962,-313578.089,-171802.825,0.6220,377688.463,70679.747,371310.326
350402,-121674.035,-313708.721,-171873.505,0.6213,377833.606,70463.349,371455.469
350642,-121688.112,-313839.214,-171944.113,0.6207,377978.606,70246.903,371600.469
350882,-121702.196,-313969.569,-172014.648,0.6200,378123.464,70030.408,371745.327
351122,-121716.285,-314099.787,-172085.111,0.6194,378268.179,69813.864,371890.042
351362,-121730.381,-314229.866,-172155.501,0.6187,378412.753,69597.271,372034.616
351602,-121744.484,-314359.808,-172225.820,0.6181,378557.184,69380.629,372179.047
351842,-121758.594,-314489.612,-172296.066,0.6175,378701.473,69163.938,372323.336
352082,-121772.712,-314619.279,-172366.239,0.6168,378845.621,68947.197,372467.484
352322,-121786.839,-314748.807,-172436.341,0.6162,378989.627,68730.407,372611.490
352562,-121800.974,-314878.198,-172506.370,0.6155,379133.492,68513.567,372755.355
352802,-121815.118,-315007.452,-172576.327,0.6149,379277.215,68296.677,372899.078
353042,-121829.271,-315136.567,-172646.213,0.6142,379420.798,68079.737,373042.661
353282,-121843.434,-315265.546,-172716.026,0.6136,379564.240,67862.747,373186.103
353522,-121857.608,-315394.387,-172785.767,0.6130,379707.542,67645.706,373329.405
353762,-121871.793,-315523.090,-172855.437,0.6123,379850.703,67428.614,373472.566
354002,-121885.989,-315651.656,-172925.035,0.6117,379993.723,67211.472,373615.586
354242,-121900.196,-315780.085,-172994.560,0.6111,380136.604,66994.279,373758.467
354482,-121914.416,-315908.376,-173064.015,0.6104,380279.345,66777.035,373901.208
354722,-121928.649,-316036.530,-173133.397,0.6098,380421.946,66559.740,374043.809
354962,-121942.894,-316164.547,-173202.708,0.6091,380564.407,66342.393,374186.270
355202,-121957.153,-316292.427,-173271.947,0.6085,380706.730,66124.995,374328.593
355442,-121971.426,-316420.169,-173341.114,0.6079,380848.913,65907.545,374470.776
355682,-121985.714,-316547.774,-173410.211,0.6072,380990.957,65690.043,374612.820
355922,-122000.017,-316675.242,-173479.235,0.6066,381132.862,65472.489,374754.725
356162,-122014.335,-316802.573,-173548.188,0.6060,381274.628,65254.883,374896.491
356402,-122028.669,-316929.767,-173617.070,0.6053,381416.256,65037.224,375038.119
356642,-122043.020,-317056.824,-173685.881,0.6047,381557.746,64819.513,375179.609
356882,-122057.387,-317183.744,-173754.620,0.6041,381699.098,64601.749,375320.961
357122,-122071.772,-317310.527,-173823.287,0.6034,381840.311,64383.932,375462.174
357362,-122086.175,-317437.173,-173891.884,0.6028,381981.387,64166.061,375603.250
357602,-122100.597,-317563.681,-173960.410,0.6022,382122.325,63948.138,375744.188
357842,-122115.037,-317690.053,-174028.864,0.6015,382263.126,63730.161,375884.989
358082,-122129.497,-317816.288,-174097.247,0.6009,382403.790,63512.131,376025.653
358322,-122143.977,-317942.386,-174165.559,0.6003,382544.317,63294.046,376166.180
358562,-122158.478,-318068.347,-174233.800,0.5996,382684.706,63075.908,376306.569
358802,-122173.000,-318194.171,-174301.971,0.5990,382824.959,62857.716,376446.822
359042,-122187.543,-318319.859,-174370.070,0.5984,382965.076,62639.469,376586.939
359282,-122202.109,-318445.409,-174438.098,0.5978,383105.056,62421.168,376726.919
359522,-122216.697,-318570.822,-174506.056,0.5971,383244.900,62202.812,376866.763
359762,-122231.309,-318696.099,-174573.942,0.5965,383384.608,61984.401,377006.471
360002,-122245.944,-318821.239,-174641.758,0.5959,383524.180,61765.935,377146.043
360242,-122260.604,-318946.242,-174709.503,0.5952,383663.617,61547.414,377285.480
360482,-122275.289,-319071.108,-174777.178,0.5946,383802.918,61328.837,377424.781
360722,-122290.000,-319195.837,-174844.782,0.5940,383942.084,61110.205,377563.947
360962,-122304.736,-319320.429,-174912.315,0.5934,384081.115,60891.517,377702.978
361202,-122319.500,-319444.884,-174979.777,0.5927,384220.011,60672.773,377841.874
361442,-122334.290,-319569.203,-175047.169,0.5921,384358.772,60453.973,377980.635
361682,-122349.109,-319693.385,-175114.491,0.5915,384497.399,60235.116,378119.262
361922,-122363.956,-319817.429,-175181.742,0.5909,384635.891,60016.203,378257.754
362162,-122378.833,-319941.337,-175248.922,0.5902,384774.249,59797.234,378396.112
362402,-122393.739,-320065.108,-175316.032,0.5896,384912.473,59578.207,378534.336
362642,-122408.675,-320188.742,-175383.072,0.5890,385050.563,59359.124,378672.426
362882,-122423.643,-320312.239,-175450.041,0.5884,385188.520,59139.983,378810.383
363122,-122438.642,-320435.599,-175516.940,0.5877,385326.343,58920.784,378948.206
363362,-122453.674,-320558.822,-175583.768,0.5871,385464.033,58701.528,379085.896
363602,-122468.738,-320681.908,-175650.527,0.5865,385601.589,58482.215,379223.452
363842,-122483.836,-320804.857,-175717.215,0.5859,385739.013,58262.843,379360.876
364082,-122498.969,-320927.669,-175783.833,0.5852,385876.304,58043.413,379498.167
364322,-122514.136,-321050.344,-175850.380,0.5846,386013.462,57823.924,379635.325
364562,-122529.339,-321172.882,-175916.858,0.5840,386150.488,57604.378,379772.351
364802,-122544.579,-321295.282,-175983.265,0.5834,386287.382,57384.772,379909.245
365042,-122559.855,-321417.546,-176049.602,0.5828,386424.144,57165.107,380046.007
365282,-122575.169,-321539.672,-176115.869,0.5821,386560.774,56945.383,380182.637
365522,-122590.521,-321661.660,-176182.066,0.5815,386697.272,56725.600,380319.135
365762,-122605.913,-321783.512,-176248.193,0.5809,386833.639,56505.757,380455.502
366002,-122621.344,-321905.226,-176314.251,0.5803,386969.874,56285.855,380591.737
366242,-122636.816,-322026.803,-176380.238,0.5797,387105.979,56065.892,380727.842
366482,-122652.330,-322148.242,-176446.155,0.5790,387241.952,55845.870,380863.815
366722,-122667.885,-322269.544,-176512.002,0.5784,387377.794,55625.787,380999.657
366962,-122683.483,-322390.708,-176577.779,0.5778,387513.506,55405.643,381135.369
367202,-122699.125,-322511.734,-176643.486,0.5772,387649.088,55185.439,381270.951
367442,-122714.811,-322632.623,-176709.123,0.5766,387784.539,54965.174,381406.402
367682,-122730.542,-322753.374,-176774.691,0.5759,387919.860,54744.848,381541.723
367922,-122746.319,-322873.987,-176840.189,0.5753,388055.051,54524.461,381676.914
368162,-122762.143,-322994.463,-176905.616,0.5747,388190.113,54304.012,381811.976
368402,-122778.014,-323114.800,-176970.974,0.5741,388325.045,54083.501,381946.908
368642,-122793.934,-323234.999,-177036.262,0.5735,388459.848,53862.929,382081.711
368882,-122809.903,-323355.061,-177101.481,0.5729,388594.521,53642.294,382216.384
369122,-122825.922,-323474.983,-177166.629,0.5722,388729.066,53421.598,382350.929
369362,-122841.991,-323594.768,-177231.708,0.5716,388863.481,53200.839,382485.344
369602,-122858.113,-323714.414,-177296.717,0.5710,388997.768,52980.017,382619.631
369842,-122874.287,-323833.922,-177361.656,0.5704,389131.927,52759.132,382753.790
370082,-122890.514,-323953.291,-177426.526,0.5698,389265.957,52538.184,382887.820
370322,-122906.796,-324072.522,-177491.326,0.5692,389399.859,52317.173,383021.722
370562,-122923.132,-324191.614,-177556.056,0.5686,389533.634,52096.099,383155.497
370802,-122939.525,-324310.566,-177620.716,0.5679,389667.280,51874.961,383289.143
371042,-122955.976,-324429.380,-177685.307,0.5673,389800.799,51653.759,383422.662
371282,-122972.484,-324548.055,-177749.827,0.5667,389934.190,51432.493,383556.053
371522,-122989.050,-324666.590,-177814.279,0.5661,390067.455,51211.163,383689.318
371762,-123005.677,-324784.987,-177878.660,0.5655,390200.592,50989.769,383822.455
372002,-123022.365,-324903.243,-177942.972,0.5649,390333.602,50768.310,383955.465
372242,-123039.114,-325021.360,-178007.214,0.5643,390466.485,50546.786,384088.348
372482,-123055.926,-325139.337,-178071.386,0.5636,390599.242,50325.197,384221.105
372722,-123072.802,-325257.175,-178135.489,0.5630,390731.873,50103.543,384353.736
372962,-123089.743,-325374.872,-178199.521,0.5624,390864.377,49881.824,384486.240
373202,-123106.749,-325492.429,-178263.484,0.5618,390996.756,49660.039,384618.619
373442,-123123.823,-325609.846,-178327.378,0.5612,391129.008,49438.189,384750.871
373682,-123140.964,-325727.122,-178391.201,0.5606,391261.135,49216.272,384882.998
373922,-123158.174,-325844.258,-178454.955,0.5600,391393.136,48994.290,385014.999
374162,-123175.455,-325961.252,-178518.639,0.5594,391525.012,48772.241,385146.875
374402,-123192.806,-326078.106,-178582.253,0.5588,391656.763,48550.126,385278.626
374642,-123210.230,-326194.819,-178645.798,0.5581,391788.389,48327.944,385410.252
374882,-123227.727,-326311.390,-178709.272,0.5575,391919.889,48105.696,385541.752
375122,-123245.299,-326427.819,-178772.677,0.5569,392051.266,47883.380,385673.129
375362,-123262.946,-326544.107,-178836.011,0.5563,392182.517,47660.998,385804.380
375602,-123280.670,-326660.253,-178899.276,0.5557,392313.644,47438.548,385935.507
375842,-123298.472,-326776.257,-178962.471,0.5551,392444.647,47216.030,386066.510
376082,-123316.353,-326892.118,-179025.596,0.5545,392575.526,46993.445,386197.389
376322,-123334.315,-327007.836,-179088.651,0.5539,392706.281,46770.792,386328.144
376562,-123352.358,-327123.412,-179151.636,0.5533,392836.912,46548.071,386458.775
376802,-123370.484,-327238.845,-179214.551,0.5526,392967.420,46325.282,386589.283
377042,-123388.695,-327354.134,-179277.396,0.5520,393097.804,46102.424,386719.667
377282,-123406.991,-327469.280,-179340.170,0.5514,393228.065,45879.498,386849.928
377522,-123425.373,-327584.282,-179402.875,0.5508,393358.203,45656.504,386980.066
377762,-123443.844,-327699.140,-179465.509,0.5502,393488.218,45433.441,387110.081
378002,-123462.404,-327813.853,-179528.073,0.5496,393618.110,45210.309,387239.973
378242,-123481.055,-327928.422,-179590.567,0.5490,393747.879,44987.107,387369.742
378482,-123499.797,-328042.846,-179652.990,0.5484,393877.526,44763.837,387499.389
378722,-123518.634,-328157.125,-179715.343,0.5478,394007.051,44540.497,387628.914
378962,-123537.565,-328271.258,-179777.626,0.5472,394136.453,44317.088,387758.316
379202,-123556.593,-328385.245,-179839.838,0.5466,394265.733,44093.609,387887.596
379442,-123575.718,-328499.086,-179901.979,0.5459,394394.891,43870.061,388016.754
379682,-123594.943,-328612.781,-179964.050,0.5453,394523.927,43646.443,388145.790
379922,-123614.269,-328726.328,-180026.050,0.5447,394652.841,43422.754,388274.704
380162,-123633.697,-328839.729,-180087.979,0.5441,394781.634,43198.996,388403.497
380402,-123653.229,-328952.982,-180149.837,0.5435,394910.305,42975.168,388532.168
380642,-123672.866,-329066.087,-180211.625,0.5429,395038.855,42751.269,388660.718
380882,-123692.611,-329179.044,-180273.341,0.5423,395167.284,42527.300,388789.147
381122,-123712.464,-329291.852,-180334.987,0.5417,395295.592,42303.261,388917.455
381362,-123732.427,-329404.511,-180396.561,0.5411,395423.778,42079.151,389045.641
381602,-123752.502,-329517.021,-180458.063,0.5405,395551.844,41854.971,389173.707
381842,-123772.691,-329629.380,-180519.495,0.5399,395679.789,41630.720,389301.652
382082,-123792.995,-329741.590,-180580.855,0.5392,395807.613,41406.399,389429.476
382322,-123813.416,-329853.648,-180642.143,0.5386,395935.317,41182.007,389557.180
382562,-123833.957,-329965.555,-180703.360,0.5380,396062.900,40957.544,389684.763
382802,-123854.617,-330077.311,-180764.505,0.5374,396190.363,40733.010,389812.226
383042,-123875.401,-330188.914,-180825.578,0.5368,396317.705,40508.406,389939.568
383282,-123896.308,-330300.365,-180886.579,0.5362,396444.927,40283.731,390066.790
383522,-123917.342,-330411.662,-180947.508,0.5356,396572.030,40058.985,390193.893
383762,-123938.504,-330522.805,-181008.364,0.5350,396699.011,39834.168,390320.874
384002,-123959.797,-330633.795,-181069.148,0.5344,396825.873,39609.280,390447.736
384242,-123981.221,-330744.629,-181129.860,0.5338,396952.615,39384.322,390574.478
384482,-124002.779,-330855.308,-181190.499,0.5332,397079.237,39159.293,390701.100
384722,-124024.474,-330965.830,-181251.065,0.5325,397205.739,38934.194,390827.602
384962,-124046.306,-331076.197,-181311.558,0.5319,397332.122,38709.024,390953.985
385202,-124068.279,-331186.405,-181371.978,0.5313,397458.384,38483.784,391080.247
385442,-124090.395,-331296.456,-181432.324,0.5307,397584.527,38258.473,391206.390
385682,-124112.655,-331406.349,-181492.597,0.5301,397710.550,38033.092,391332.413
385922,-124135.062,-331516.082,-181552.796,0.5295,397836.454,37807.641,391458.317
386162,-124157.618,-331625.655,-181612.921,0.5289,397962.237,37582.120,391584.100
386402,-124180.326,-331735.067,-181672.973,0.5283,398087.901,37356.530,391709.764
386642,-124203.187,-331844.318,-181732.950,0.5277,398213.445,37130.870,391835.308
386882,-124226.205,-331953.407,-181792.852,0.5270,398338.870,36905.140,391960.733
387122,-124249.381,-332062.333,-181852.680,0.5264,398464.175,36679.341,392086.038
387362,-124272.718,-332171.095,-181912.433,0.5258,398589.360,36453.474,392211.223
387602,-124296.218,-332279.692,-181972.110,0.5252,398714.425,36227.538,392336.288
387842,-124319.885,-332388.124,-182031.713,0.5246,398839.370,36001.533,392461.233
388082,-124343.720,-332496.389,-182091.239,0.5240,398964.195,35775.461,392586.058
388322,-124367.727,-332604.487,-182150.690,0.5234,399088.900,35549.321,392710.763
388562,-124391.908,-332712.417,-182210.064,0.5228,399213.485,35323.114,392835.348
388802,-124416.265,-332820.178,-182269.362,0.5221,399337.950,35096.839,392959.813
389042,-124440.802,-332927.769,-182328.583,0.5215,399462.294,34870.499,393084.157
389282,-124465.521,-333035.188,-182387.727,0.5209,399586.518,34644.092,393208.381
389522,-124490.426,-333142.435,-182446.794,0.5203,399710.621,34417.620,393332.484
389762,-124515.519,-333249.509,-182505.783,0.5197,399834.604,34191.083,393456.467
390002,-124540.803,-333356.408,-182564.694,0.5191,399958.465,33964.481,393580.328
390242,-124566.281,-333463.132,-182623.527,0.5184,400082.206,33737.815,393704.069
390482,-124591.956,-333569.679,-182682.281,0.5178,400205.825,33511.087,393827.688
390722,-124617.833,-333676.048,-182740.956,0.5172,400329.322,33284.295,393951.185
390962,-124643.913,-333782.237,-182799.551,0.5166,400452.697,33057.442,394074.560
391202,-124670.200,-333888.247,-182858.066,0.5160,400575.951,32830.528,394197.814
391442,-124696.697,-333994.074,-182916.502,0.5154,400699.082,32603.553,394320.945
391682,-124723.409,-334099.718,-182974.856,0.5147,400822.090,32376.519,394443.953
391922,-124750.337,-334205.177,-183033.129,0.5141,400944.975,32149.427,394566.838
392162,-124777.487,-334310.450,-183091.321,0.5135,401067.737,31922.277,394689.600
392402,-124804.862,-334415.535,-183149.430,0.5129,401190.375,31695.070,394812.238
392642,-124832.464,-334520.431,-183207.457,0.5122,401312.889,31467.808,394934.752
392882,-124860.299,-334625.136,-183265.401,0.5116,401435.279,31240.491,395057.142
393122,-124888.369,-334729.648,-183323.261,0.5110,401557.543,31013.121,395179.406
393362,-124916.680,-334833.966,-183381.037,0.5104,401679.682,30785.699,395301.545
393602,-124945.234,-334938.088,-183438.728,0.5097,401801.694,30558.226,395423.557
393842,-124974.037,-335042.013,-183496.334,0.5091,401923.581,30330.704,395545.444
394082,-125003.091,-335145.737,-183553.854,0.5085,402045.340,30103.134,395667.203
394322,-125032.402,-335249.260,-183611.287,0.5079,402166.971,29875.518,395788.834
394562,-125061.974,-335352.579,-183668.633,0.5072,402288.474,29647.858,395910.337
394802,-125091.811,-335455.692,-183725.891,0.5066,402409.847,29420.154,396031.710
395042,-125121.918,-335558.596,-183783.060,0.5060,402531.091,29192.409,396152.954
395282,-125152.299,-335661.291,-183840.140,0.5053,402652.204,28964.625,396274.067
395522,-125182.959,-335763.773,-183897.130,0.5047,402773.186,28736.803,396395.049
395762,-125213.904,-335866.040,-183954.029,0.5041,402894.035,28508.947,396515.898
396002,-125245.137,-335968.090,-184010.836,0.5034,403014.751,28281.057,396636.614
396242,-125276.665,-336069.920,-184067.550,0.5028,403135.333,28053.137,396757.196
396482,-125308.492,-336171.527,-184124.170,0.5022,403255.779,27825.189,396877.642
396722,-125340.623,-336272.908,-184180.696,0.5015,403376.089,27597.215,396997.952
396962,-125373.064,-336374.062,-184237.127,0.5009,403496.262,27369.219,397118.125
397202,-125405.821,-336474.984,-184293.461,0.5002,403616.296,27141.202,397238.159
397442,-125438.898,-336575.672,-184349.698,0.4996,403736.190,26913.169,397358.053
397682,-125472.303,-336676.123,-184405.836,0.4989,403855.943,26685.122,397477.806
397922,-125506.041,-336776.333,-184461.874,0.4983,403975.553,26457.064,397597.416
398162,-125540.117,-336876.298,-184517.812,0.4976,404095.019,26228.999,397716.882
398402,-125574.538,-336976.017,-184573.647,0.4970,404214.339,26000.932,397836.202
398642,-125609.310,-337075.484,-184629.379,0.4963,404333.511,25772.865,397955.374
398882,-125644.441,-337174.696,-184685.006,0.4957,404452.535,25544.802,398074.398
399122,-125679.936,-337273.650,-184740.527,0.4950,404571.407,25316.749,398193.270
399362,-125715.801,-337372.340,-184795.940,0.4944,404690.126,25088.709,398311.989
399602,-125752.045,-337470.764,-184851.245,0.4937,404808.691,24860.688,398430.554
399842,-125788.675,-337568.915,-184906.439,0.4931,404927.098,24632.690,398548.961
400082,-125825.696,-337666.791,-184961.520,0.4924,405045.345,24404.721,398667.208
400322,-125863.118,-337764.386,-185016.488,0.4917,405163.431,24176.786,398785.294
400562,-125900.947,-337861.695,-185071.340,0.4911,405281.352,23948.892,398903.215
400802,-125939.191,-337958.713,-185126.074,0.4904,405399.106,23721.043,399020.969
401042,-125977.859,-338055.435,-185180.690,0.4897,405516.690,23493.247,399138.553
401182,-126000.674,-338111.866,-185212.576,0.4893,405585.382,23360.043,399207.245
401247,-126011.330,-338138.062,-185227.384,0.4891,405617.293,23298.132,399239.156
401313,-126022.019,-338164.235,-185242.183,0.4890,405649.190,23236.225,399271.053
401378,-126032.740,-338190.386,-185256.973,0.4888,405681.075,23174.323,399302.938
401443,-126043.494,-338216.513,-185271.753,0.4886,405712.946,23112.426,399334.809
401508,-126054.281,-338242.617,-185286.525,0.4884,405744.804,23050.536,399366.667
401574,-126065.101,-338268.699,-185301.287,0.4882,405776.649,22988.651,399398.512
401639,-126075.954,-338294.757,-185316.039,0.4880,405808.481,22926.770,399430.344
401704,-126086.841,-338320.791,-185330.783,0.4879,405840.299,22864.896,399462.162
401769,-126097.761,-338346.803,-185345.516,0.4877,405872.104,22803.028,399493.967
401835,-126104.088,-338372.800,-185361.199,0.4875,405902.904,22745.541,399524.767
402075,-126144.641,-338468.185,-185415.292,0.4868,406019.721,22518.080,399641.584
402315,-126185.664,-338563.242,-185469.254,0.4861,406136.350,22290.713,399758.213
402555,-126227.164,-338657.964,-185523.082,0.4854,406252.787,22063.448,399874.650
402795,-126269.152,-338752.343,-185576.774,0.4847,406369.029,21836.295,399990.892
403035,-126311.637,-338846.374,-185630.327,0.4840,406485.071,21609.264,400106.934
403275,-126354.630,-338940.047,-185683.738,0.4833,406600.908,21382.365,400222.771
403515,-126398.140,-339033.355,-185737.004,0.4826,406716.536,21155.611,400338.399
403755,-126442.178,-339126.290,-185790.122,0.4819,406831.948,20929.012,400453.811
403995,-126486.755,-339218.842,-185843.088,0.4812,406947.141,20702.581,400569.004
404235,-126531.882,-339311.003,-185895.900,0.4805,407062.107,20476.332,400683.970
404475,-126577.570,-339402.762,-185948.553,0.4798,407176.842,20250.277,400798.705
404715,-126623.830,-339494.110,-186001.044,0.4791,407291.338,20024.433,400913.201
404955,-126670.675,-339585.037,-186053.369,0.4784,407405.588,19798.813,401027.451
405195,-126718.117,-339675.531,-186105.523,0.4776,407519.586,19573.435,401141.449
405435,-126766.167,-339765.581,-186157.502,0.4769,407633.324,19348.316,401255.187
405675,-126814.839,-339855.175,-186209.302,0.4762,407746.794,19123.475,401368.657
405915,-126864.146,-339944.301,-186260.918,0.4754,407859.987,18898.930,401481.850
406155,-126914.101,-340032.946,-186312.344,0.4747,407972.895,18674.702,401594.758
406395,-126964.717,-340121.095,-186363.576,0.4739,408085.507,18450.813,401707.370
406635,-127016.009,-340208.734,-186414.608,0.4732,408197.814,18227.285,401819.677
406875,-127067.991,-340295.849,-186465.433,0.4724,408309.805,18004.143,401931.668
407115,-127120.677,-340382.423,-186516.046,0.4716,408421.468,17781.414,402043.331
407355,-127174.082,-340468.440,-186566.441,0.4708,408532.793,17559.123,402154.656
407595,-127228.222,-340553.883,-186616.610,0.4701,408643.765,17337.300,402265.628
407835,-127283.112,-340638.733,-186666.546,0.4693,408754.372,17115.975,402376.235
408075,-127338.767,-340722.972,-186716.242,0.4685,408864.599,16895.182,402486.462
408315,-127395.204,-340806.579,-186765.689,0.4677,408974.430,16674.953,402596.293
408555,-127452.440,-340889.533,-186814.879,0.4669,409083.851,16455.327,402705.714
408795,-127510.491,-340971.812,-186863.804,0.4661,409192.843,16236.341,402814.706
409035,-127569.374,-341053.393,-186912.454,0.4652,409301.389,16018.038,402923.252
409275,-127629.106,-341134.251,-186960.820,0.4644,409409.470,15800.459,403031.333
409515,-127689.705,-341214.361,-187008.890,0.4636,409517.064,15583.653,403138.927
409755,-127751.189,-341293.695,-187056.654,0.4627,409624.150,15367.667,403246.013
409995,-127813.575,-341372.226,-187104.100,0.4619,409730.705,15152.556,403352.568
410235,-127876.881,-341449.923,-187151.217,0.4610,409836.705,14938.373,403458.568
410475,-127941.127,-341526.754,-187197.991,0.4601,409942.123,14725.179,403563.986
410715,-128006.330,-341602.688,-187244.409,0.4593,410046.931,14513.036,403668.794
410955,-128072.508,-341677.688,-187290.456,0.4584,410151.100,14302.010,403772.963
411195,-128139.679,-341751.719,-187336.117,0.4575,410254.599,14092.174,403876.462
411435,-128207.863,-341824.742,-187381.377,0.4565,410357.394,13883.603,403979.257
411675,-128277.077,-341896.715,-187426.218,0.4556,410459.450,13676.376,404081.313
411915,-128347.339,-341967.597,-187470.623,0.4547,410560.728,13470.579,404182.591
412155,-128418.666,-342037.343,-187514.573,0.4537,410661.190,13266.304,404283.053
412395,-128491.075,-342105.904,-187558.048,0.4528,410760.791,13063.646,404382.654
412635,-128564.582,-342173.232,-187601.027,0.4518,410859.487,12862.708,404481.350
412875,-128639.204,-342239.275,-187643.488,0.4508,410957.229,12663.600,404579.092
413115,-128714.954,-342303.977,-187685.407,0.4498,411053.967,12466.437,404675.830
413355,-128791.847,-342367.280,-187726.761,0.4488,411149.645,12271.341,404771.508
413595,-128869.895,-342429.125,-187767.522,0.4478,411244.207,12078.444,404866.070
413835,-128949.108,-342489.447,-187807.665,0.4468,411337.590,11887.884,404959.453
414075,-129029.495,-342548.181,-187847.160,0.4458,411429.730,11699.807,405051.593
414315,-129111.064,-342605.256,-187885.978,0.4447,411520.557,11514.369,405142.420
414555,-129193.819,-342660.601,-187924.086,0.4436,411610.000,11331.735,405231.863
414795,-129277.761,-342714.139,-187961.451,0.4426,411697.981,11152.077,405319.844
415035,-129362.890,-342765.791,-187998.040,0.4415,411784.419,10975.579,405406.282
415275,-129449.201,-342815.475,-188033.815,0.4404,411869.228,10802.435,405491.091
415515,-129536.685,-342863.106,-188068.739,0.4393,411952.319,10632.846,405574.182
415755,-129625.330,-342908.596,-188102.773,0.4382,412033.596,10467.027,405655.459
415995,-129715.118,-342951.853,-188135.875,0.4370,412112.961,10305.200,405734.824
416235,-129806.026,-342992.784,-188168.004,0.4359,412190.310,10147.598,405812.173
416475,-129898.025,-343031.293,-188199.117,0.4348,412265.536,9994.466,405887.399
416715,-129991.080,-343067.281,-188229.168,0.4336,412338.526,9846.054,405960.389
416955,-130085.150,-343100.650,-188258.112,0.4325,412409.164,9702.624,406031.027
417195,-130180.184,-343131.298,-188285.902,0.4313,412477.332,9564.444,406099.195
417435,-130276.127,-343159.124,-188312.492,0.4302,412542.905,9431.791,406164.768
417675,-130372.912,-343184.029,-188337.833,0.4290,412605.760,9304.946,406227.623
417915,-130470.467,-343205.910,-188361.879,0.4279,412665.769,9184.194,406287.632
418155,-130568.706,-343224.672,-188384.581,0.4268,412722.804,9069.822,406344.667
418395,-130667.539,-343240.218,-188405.895,0.4257,412776.737,8962.120,406398.600
418635,-130766.865,-343252.457,-188425.775,0.4246,412827.440,8861.372,406449.303
418875,-130866.571,-343261.304,-188444.178,0.4236,412874.788,8767.859,406496.651
419115,-130966.538,-343266.679,-188461.063,0.4225,412918.660,8681.855,406540.523
419355,-131066.638,-343268.510,-188476.392,0.4215,412958.937,8603.622,406580.800
419595,-131166.733,-343266.732,-188490.130,0.4206,412995.509,8533.409,406617.372
419835,-131266.681,-343261.292,-188502.246,0.4197,413028.271,8471.447,406650.134
420075,-131366.329,-343252.147,-188512.715,0.4188,413057.130,8417.947,406678.993
420315,-131465.522,-343239.267,-188521.514,0.4180,413082.000,8373.098,406703.863
420555,-131564.101,-343222.632,-188528.628,0.4173,413102.809,8337.059,406724.672
420795,-131661.902,-343202.238,-188534.046,0.4166,413119.497,8309.965,406741.360
421035,-131758.763,-343178.093,-188537.764,0.4159,413132.017,8291.915,406753.880
421275,-131854.521,-343150.221,-188539.785,0.4154,413140.339,8282.978,406762.202
421515,-131949.016,-343118.659,-188540.115,0.4149,413144.445,8283.188,406766.308
421755,-132042.092,-343083.457,-188538.771,0.4145,413144.334,8292.544,406766.197
421995,-132133.599,-343044.679,-188535.771,0.4142,413140.021,8311.010,406761.884
422235,-132223.394,-343002.402,-188531.143,0.4139,413131.536,8338.518,406753.399
422475,-132311.343,-342956.713,-188524.918,0.4137,413118.921,8374.963,406740.784
422715,-132397.320,-342907.711,-188517.133,0.4136,413102.237,8420.214,406724.100
422955,-132481.214,-342855.503,-188507.829,0.4136,413081.553,8474.106,406703.416
423195,-132562.920,-342800.203,-188497.051,0.4136,413056.951,8536.452,406678.814
423435,-132642.349,-342741.933,-188484.848,0.4137,413028.526,8607.040,406650.389
423675,-132719.423,-342680.819,-188471.271,0.4138,412996.379,8685.636,406618.242
423915,-132794.076,-342616.990,-188456.374,0.4141,412960.619,8771.992,406582.482
424155,-132866.254,-342550.577,-188440.212,0.4144,412921.364,8865.844,406543.227
424395,-132935.914,-342481.714,-188422.839,0.4147,412878.733,8966.919,406500.596
424635,-133003.027,-342410.531,-188404.313,0.4151,412832.850,9074.936,406454.713
424875,-133067.572,-342337.160,-188384.689,0.4155,412783.843,9189.609,406405.706
425115,-133129.538,-342261.728,-188364.023,0.4160,412731.838,9310.650,406353.701
425355,-133188.924,-342184.361,-188342.371,0.4166,412676.962,9437.771,406298.825
425595,-133245.738,-342105.180,-188319.784,0.4171,412619.342,9570.688,406241.205
